Rank,Video Count,Channel Name,YouTube Channel URL (estimated),Sample Video URL
459,1,Ray west productions,https://www.youtube.com/@Raywestproductions,https://www.youtube.com/watch?v=BA2I3mJnYo0
460,1,Roy Hessey,https://www.youtube.com/@RoyHessey,https://www.youtube.com/watch?v=4m2CySy0sDk
461,1,David Maddison,https://www.youtube.com/@DavidMaddison,https://www.youtube.com/watch?v=8G50yhPxsIo
462,1,Out and About,https://www.youtube.com/@OutandAbout,https://www.youtube.com/watch?v=H-NZ_4F50Ho
463,1,Aussies,https://www.youtube.com/@Aussies,https://www.youtube.com/watch?v=gQeClamfZNE
464,1,Heshan's world,https://www.youtube.com/@Heshansworld,https://www.youtube.com/watch?v=HeUhtKhZvsY
465,1,Feel Free To Wander,https://www.youtube.com/@FeelFreeToWander,https://www.youtube.com/watch?v=FsQRp2nKW68
466,1,Dez & Crackers 4x4 Adventures,https://www.youtube.com/@DezCrackers4x4Adventures,https://www.youtube.com/watch?v=yPFoh70CVJY
467,1,Blair Villanueva,https://www.youtube.com/@BlairVillanueva,https://www.youtube.com/watch?v=d3df8RbVmtY
468,1,Tim Rumble - True Blue Overland,https://www.youtube.com/@TimRumbleTrueBlueOverland,https://www.youtube.com/watch?v=WB36fM4fuJI
469,1,Ramesh Yarramsetty,https://www.youtube.com/@RameshYarramsetty,https://www.youtube.com/watch?v=S3IJHHCJIO8
470,1,Reedy's Rigs,https://www.youtube.com/@ReedysRigs,https://www.youtube.com/watch?v=myUqsbPhMkA
471,1,ifishtv,https://www.youtube.com/@ifishtv,https://www.youtube.com/watch?v=v3bAWkWoiOg
472,1,DK ADV,https://www.youtube.com/@DKADV,https://www.youtube.com/watch?v=Qg3zTU-PA7I
473,1,Ranger Touring,https://www.youtube.com/@RangerTouring,https://www.youtube.com/watch?v=oKp_ypWTPj4
474,1,Ash & Wendy Frank,https://www.youtube.com/@AshWendyFrank,https://www.youtube.com/watch?v=3WNUg9hGzGg
475,1,WAY&FARER,https://www.youtube.com/@WAYFARER,https://www.youtube.com/watch?v=k9beGjiRnZM
476,1,rusty_duocruzinoz,https://www.youtube.com/@rustyduocruzinoz,https://www.youtube.com/watch?v=QSQygZP1eZA
477,1,Tisa Lisa Lucas,https://www.youtube.com/@TisaLisaLucas,https://www.youtube.com/watch?v=BYviJdmJnNo
478,1,Caravan Industry News,https://www.youtube.com/@CaravanIndustryNews,https://www.youtube.com/watch?v=_8HN63TVkiQ
479,1,Laura Griffiths Outdoors,https://www.youtube.com/@LauraGriffithsOutdoors,https://www.youtube.com/watch?v=XTySNYz2fjg
480,1,Wander with Vickers,https://www.youtube.com/@WanderwithVickers,https://www.youtube.com/watch?v=b361mg-ay3o
481,1,FamilyTrippersOZStyle,https://www.youtube.com/@FamilyTrippersOZStyle,https://www.youtube.com/watch?v=qXqEHKXSfLY
482,1,Tom Jarman Fishing,https://www.youtube.com/@TomJarmanFishing,https://www.youtube.com/watch?v=OpfTeoqrXB8
483,1,Just My Luck Fishing,https://www.youtube.com/@JustMyLuckFishing,https://www.youtube.com/watch?v=OLpyhD60PBk
484,1,4WD&CAMPING,https://www.youtube.com/@4WDCAMPING,https://www.youtube.com/watch?v=-IUPrmmTaFY
485,1,Cris Pantoja,https://www.youtube.com/@CrisPantoja,https://www.youtube.com/watch?v=RdyXmdQgY3E
486,1,Lippyz Adventures,https://www.youtube.com/@LippyzAdventures,https://www.youtube.com/watch?v=Tfozgl7AUgw
487,1,Roboy Adventures,https://www.youtube.com/@RoboyAdventures,https://www.youtube.com/watch?v=o-r--6aB8RU
488,1,Samlogs,https://www.youtube.com/@Samlogs,https://www.youtube.com/watch?v=jQLK7np4EUg
489,1,CIL Insurance,https://www.youtube.com/@CILInsurance,https://www.youtube.com/watch?v=wEc2U6IDXhM
490,1,MilkInTheFridge,https://www.youtube.com/@MilkInTheFridge,https://www.youtube.com/watch?v=riPJdzCo-uI
491,1,Rob Blankenship,https://www.youtube.com/@RobBlankenship,https://www.youtube.com/watch?v=VOFXRhht4lQ
492,1,Mr.S Travel Quest,https://www.youtube.com/@MrSTravelQuest,https://www.youtube.com/watch?v=GEmcc28wkpg
493,1,G Land Outdoors,https://www.youtube.com/@GLandOutdoors,https://www.youtube.com/watch?v=9MCQRNdqgIY
494,1,KOVID21,https://www.youtube.com/@KOVID21,https://www.youtube.com/watch?v=gSdRLijFiHU
495,1,Forest River Farms,https://www.youtube.com/@ForestRiverFarms,https://www.youtube.com/watch?v=p37c55iuBVM
496,1,jd_outdoor,https://www.youtube.com/@jdoutdoor,https://www.youtube.com/watch?v=bLHO116xiRM
497,1,renmcneil,https://www.youtube.com/@renmcneil,https://www.youtube.com/watch?v=NxlLeLERsaU
498,1,Aussie Hiker,https://www.youtube.com/@AussieHiker,https://www.youtube.com/watch?v=h5SMFgLbjak
499,1,Where is this? Adventures with Ebony,https://www.youtube.com/@WhereisthisAdventureswithEbony,https://www.youtube.com/watch?v=BVAHjKPfFXo
500,1,Sailing Sundowner,https://www.youtube.com/@SailingSundowner,https://www.youtube.com/watch?v=0etV4dpMJao
501,1,Make It Happen Adventures,https://www.youtube.com/@MakeItHappenAdventures,https://www.youtube.com/watch?v=qfsTU7yqONs
502,1,Fruitless Adventures ,https://www.youtube.com/@FruitlessAdventures,https://www.youtube.com/watch?v=w4ZNkTxMZW0
503,1,Laura Waddell,https://www.youtube.com/@LauraWaddell,https://www.youtube.com/watch?v=8GKuBR7hoBA
504,1,B D,https://www.youtube.com/@BD,https://www.youtube.com/watch?v=Kf4NzOmGwOI
505,1,Carmella,https://www.youtube.com/@Carmella,https://www.youtube.com/watch?v=PhjCu6cnJbk
506,1,Jacques Cop,https://www.youtube.com/@JacquesCop,https://www.youtube.com/watch?v=R5Stq2u4HvM
507,1,Hike Camp & Paddle,https://www.youtube.com/@HikeCampPaddle,https://www.youtube.com/watch?v=myd1J4Air_c
508,1,"T, Me and my 4WD",https://www.youtube.com/@TMeandmy4WD,https://www.youtube.com/watch?v=2vwyT9R-MTQ
509,1,justin,https://www.youtube.com/@justin,https://www.youtube.com/watch?v=WJlLoPASlcw
510,1,LporFishOn,https://www.youtube.com/@LporFishOn,https://www.youtube.com/watch?v=BeelsCKZxMk

